strain	cluster
USA/WA-CDC-LC0484271/2022	437
USA/WA-CDC-UW22030319227/2022	438
USA/WA-PHL-009663/2021	439
USA/WA-S16711/2022	440
USA/WA-S16021/2021	440
USA/WA-CDC-UW21123053836/2021	440
USA/WA-PHL-008030/2021	441
USA/WA-CDC-LC0474245/2022	442
USA/WA-CDC-UW22030242155/2022	442
USA/WA-S15949/2021	443
USA/WA-S16309/2022	444
USA/WA-CDC-UW22030175517/2022	445
USA/WA-S16390/2022	446
USA/WA-CDC-LC0437443/2021	447
USA/WA-PHL-009742/2021	448
USA/WA-CDC-ASC210568226/2021	449
USA/WA-S18130/2022	450
USA/WA-S17790/2022	451
USA/WA-CDC-UW21123007136/2021	452
USA/WA-S17670/2022	453
USA/WA-S18903/2021	454
USA/WA-Curative-178879/2021	455
USA/WA-PHL-007999/2021	455
USA/WA-S16435/2022	456
USA/WA-S16474/2021	457
USA/WA-S17853/2021	458
USA/WA-S17849/2021	458
USA/WA-CDC-LC0451200/2021	459
USA/WA-CDC-LC0452590/2021	460
USA/WA-S16260/2022	461
USA/WA-CDC-UW21122767479/2021	461
USA/WA-CDC-UW21122442030/2021	462
USA/WA-S18538/2022	463
USA/WA-CDC-LC0451112/2021	464
USA/WA-CDC-UW22020856901/2022	465
USA/WA-S17199/2022	465
USA/WA-CDC-UW22010512241/2022	466
USA/WA-PHL-012057/2021	467
USA/WA-PHL-015566/2022	468
USA/WA-S16881/2022	469
USA/WA-CDC-UW22010200294/2022	470
USA/WA-S16615/2022	471
USA/WA-S16623/2022	471
USA/WA-S15867/2021	472
USA/WA-CDC-UW22021222618/2022	473
USA/WA-CDC-UW22010888937/2022	474
USA/WA-UW-22022428769/2022	474
USA/WA-CDC-UW22022111956/2022	475
USA/WA-UW-22021780846/2022	476
USA/WA-CDC-UW22010257682/2022	477
USA/WA-UW-22011095745/2022	478
USA/WA-PHL-015102/2022	479
USA/WA-UW-22022231287/2022	479
USA/WA-S17873/2022	480
USA/WA-S18828/2022	481
USA/WA-UW-22021635947/2022	482
USA/WA-UW-22021076318/2022	483
USA/WA-UW-22021369844/2022	484
USA/WA-CDC-UW22020823576/2022	484
USA/WA-S16967/2022	485
USA/WA-S17181/2022	485
USA/WA-S17632/2022	485
USA/WA-CDC-LC0436997/2021	486
USA/WA-UW-21122162455/2021	487
USA/WA-CDC-UW22030216191/2022	487
USA/WA-CDC-UW22030256574/2022	487
USA/WA-UW-21122115523/2021	487
USA/WA-CDC-UW21120860066/2021	487
USA/WA-UW-22030522268/2022	487
USA/WA-CDC-UW21120896419/2021	487
USA/WA-UW-22021662685/2022	487
USA/WA-CDC-UW21121799398/2021	487
USA/WA-CDC-UW22011003826/2022	487
USA/WA-CDC-UW21122152211/2021	487
USA/WA-CDC-UW22030203772/2022	487
USA/WA-CDC-UW21122756022/2021	487
USA/WA-CDC-UW22030106875/2022	487
USA/WA-CDC-UW22030202505/2022	487
USA/WA-UW-22021436486/2022	487
USA/WA-UW-22021844617/2022	487
USA/WA-UW-22021718806/2022	487
USA/WA-UW-22021736969/2022	487
USA/WA-CDC-UW22022808417/2022	487
USA/WA-CDC-UW22030160351/2022	487
USA/WA-CDC-UW22020313279/2022	487
USA/WA-CDC-UW22020315511/2022	487
USA/WA-CDC-UW21123182175/2021	487
USA/WA-CDC-UW21123115847/2021	487
USA/WA-CDC-UW21123145411/2021	487
USA/WA-CDC-UW22010266300/2022	487
USA/WA-CDC-UW21121411571/2021	487
USA/WA-CDC-UW22010149684/2022	487
USA/WA-CDC-UW21123188743/2021	487
USA/WA-CDC-UW22010295089/2022	487
USA/WA-CDC-UW21122470367/2021	487
USA/WA-CDC-UW21122874747/2021	487
USA/WA-CDC-UW22010473821/2022	487
USA/WA-CDC-UW21123047379/2021	487
USA/WA-CDC-UW21123117906/2021	487
USA/WA-CDC-UW21122760961/2021	487
USA/WA-CDC-UW22010496286/2022	487
USA/WA-CDC-UW21123188836/2021	487
USA/WA-CDC-UW21123089096/2021	487
USA/WA-CDC-UW21123121288/2021	487
USA/WA-CDC-UW21122861600/2021	487
USA/WA-CDC-UW21122814451/2021	487
USA/WA-CDC-UW21123163486/2021	487
USA/WA-CDC-UW21123195992/2021	487
USA/WA-CDC-UW22010460419/2022	487
USA/WA-CDC-UW21123136868/2021	487
USA/WA-CDC-UW21123178178/2021	487
USA/WA-CDC-UW21123163749/2021	487
USA/WA-CDC-UW22010166887/2022	487
USA/WA-CDC-UW21122703315/2021	487
USA/WA-CDC-UW21122842210/2021	487
USA/WA-CDC-UW21122858559/2021	487
USA/WA-CDC-UW21123060024/2021	487
USA/WA-CDC-UW21123156452/2021	487
USA/WA-CDC-UW21123137124/2021	487
USA/WA-CDC-UW21122860796/2021	487
USA/WA-CDC-UW22010468922/2022	487
USA/WA-CDC-UW21122762170/2021	487
USA/WA-CDC-UW21123020815/2021	487
USA/WA-UW-22010295955/2022	487
USA/WA-CDC-UW21122810144/2021	487
USA/WA-CDC-UW21123116946/2021	487
USA/WA-CDC-UW21123015798/2021	487
USA/WA-CDC-UW21123128603/2021	487
USA/WA-UW-22010256851/2022	487
USA/WA-CDC-UW21122833117/2021	487
USA/WA-CDC-UW21123131059/2021	487
USA/WA-CDC-UW21122438667/2021	487
USA/WA-CDC-UW21122473908/2021	487
USA/WA-CDC-UW21122490924/2021	487
USA/WA-CDC-UW22010453505/2022	487
USA/WA-UW-21123164489/2021	487
USA/WA-CDC-UW21123100938/2021	487
USA/WA-CDC-UW21123126282/2021	487
USA/WA-CDC-UW21122798397/2021	487
USA/WA-CDC-UW21122836565/2021	487
USA/WA-CDC-UW21122797129/2021	487
USA/WA-CDC-UW22020426501/2022	488
USA/WA-CDC-UW22020494057/2022	489
USA/WA-CDC-UW22020451375/2022	490
USA/WA-CDC-UW21123051180/2021	491
USA/WA-PHL-014967/2022	492
USA/WA-UW-22022108595/2022	493
USA/WA-CDC-UW22021535026/2022	494
USA/WA-CDC-UW22030155543/2022	495
USA/WA-CDC-UW22030245942/2022	495
USA/WA-CDC-UW22030502435/2022	495
USA/WA-CDC-UW22030333573/2022	495
USA/WA-CDC-STM-NVNSWD5RM/2022	495
USA/WA-CDC-UW22030152853/2022	495
USA/WA-UW-22022388715/2022	495
USA/WA-S19068/2022	495
USA/WA-S19073/2022	495
USA/WA-S19091/2022	495
USA/WA-CDC-UW22030137186/2022	496
USA/WA-UW-22021238676/2022	497
USA/WA-CDC-UW21122425126/2021	498
USA/WA-CDC-UW22022263874/2022	499
USA/WA-S17241/2022	500
USA/WA-CDC-ASC210600770/2022	501
USA/WA-CDC-UW22030422220/2022	501
USA/WA-UW-22021860896/2022	501
USA/WA-CDC-UW22021849195/2022	502
USA/WA-CDC-ASC210576572/2022	503
USA/WA-CDC-UW22020962085/2022	504
USA/WA-S19220/2022	505
USA/WA-S17627/2022	506
USA/WA-CDC-UW21122476138/2021	506
USA/WA-CDC-LC0452798/2021	506
USA/WA-PHL-010011/2022	506
USA/WA-CDC-LC0551774/2022	507
USA/WA-CDC-UW22010757711/2022	508
USA/WA-CDC-UW22010792944/2022	509
USA/WA-CDC-LC0455133/2021	510
USA/WA-CDC-UW22021293237/2022	511
USA/WA-S17329/2022	512
USA/WA-CDC-LC0452574/2021	513
USA/WA-S18419/2022	514
USA/WA-S16394/2022	515
USA/WA-S19108/2022	516
USA/WA-CDC-UW22020433818/2022	516
USA/WA-S17353/2022	517
USA/WA-S17945/2022	517
USA/WA-S18553/2022	517
USA/WA-S17796/2022	517
USA/WA-S18576/2022	517
USA/WA-S18612/2022	517
USA/WA-S18972/2022	517
USA/WA-S18636/2022	518
USA/WA-S18639/2022	518
USA/WA-CDC-UW22021684351/2022	518
USA/WA-UW-22022333312/2022	518
USA/WA-S19067/2022	518
USA/WA-CDC-UW22030368352/2022	518
USA/WA-CDC-UW21121758844/2021	519
USA/WA-CDC-UW22010857304/2022	520
USA/WA-CDC-UW22010283499/2022	521
USA/WA-PHL-009640/2021	522
USA/WA-S18171/2022	523
USA/WA-CDC-UW21123071331/2021	524
USA/WA-CDC-UW21121887400/2021	525
USA/WA-UW-22011056876/2022	526
USA/WA-S17275/2022	527
USA/WA-S16924/2022	528
USA/WA-S19223/2022	529
USA/WA-CDC-UW22021408419/2022	530
USA/WA-UW-22021312192/2022	531
USA/WA-CDC-UW21121192801/2021	532
USA/WA-UW-21121461614/2021	532
USA/WA-S19349/2021	533
USA/WA-CDC-UW22030522416/2022	534
USA/WA-CDC-UW22030198517/2022	534
USA/WA-CDC-UW22030419988/2022	535
USA/WA-CDC-UW22022151042/2022	536
USA/WA-CDC-UW22022388221/2022	536
USA/WA-PHL-015862/2022	536
USA/WA-UW-22021040468/2022	537
USA/WA-S18889/2022	538
USA/WA-S19385/2021	539
USA/WA-CDC-UW22030379685/2022	540
USA/WA-UW-22021601356/2022	541
USA/WA-CDC-UW22030381201/2022	541
USA/WA-CDC-UW22022544254/2022	541
USA/WA-CDC-UW22021187225/2022	542
USA/WA-PHL-015904/2022	543
USA/WA-CDC-LC0528851/2022	544
USA/WA-UW-22030244650/2022	545
USA/WA-CDC-LC0553304/2022	545
USA/WA-S15824/2021	546
USA/WA-CDC-UW22030609050/2022	547
USA/WA-UW-22021842167/2022	548
USA/WA-S17090/2022	549
USA/WA-CDC-UW22030479522/2022	550
USA/WA-CDC-UW22030578973/2022	550
USA/WA-S17720/2022	551
USA/WA-S17700/2022	551
USA/WA-CDC-UW22021013256/2022	552
USA/WA-S17763/2022	553
USA/WA-PHL-015791/2022	554
USA/WA-S18139/2022	555
USA/WA-S17372/2022	555
USA/WA-S17316/2022	555
USA/WA-S17025/2022	555
USA/WA-S17076/2022	555
USA/WA-S17419/2022	556
USA/WA-S17964/2022	557
USA/WA-S18515/2022	558
USA/WA-CDC-LC0557024/2022	559
USA/WA-CDC-LC0521025/2022	560
USA/WA-CDC-UW22020819722/2022	561
USA/WA-CDC-LC0521176/2022	562
USA/WA-S18568/2022	563
USA/WA-S18536/2022	563
USA/WA-CDC-UW22020281001/2022	564
USA/WA-S17543/2022	565
USA/WA-S17641/2022	565
USA/WA-S17989/2022	565
USA/WA-S18106/2022	565
USA/WA-CDC-UW22030185335/2022	565
USA/WA-CDC-LC0551530/2022	566
USA/WA-CDC-LC0557806/2022	566
USA/WA-CDC-UW22021119737/2022	567
USA/WA-CDC-UW22030226813/2022	568
USA/WA-S18622/2022	569
USA/WA-S17367/2022	570
USA/WA-S17430/2022	570
USA/WA-CDC-UW22020456386/2022	571
USA/WA-CDC-UW22030339804/2022	571
USA/WA-CDC-UW22021476125/2022	571
USA/WA-CDC-UW22021481326/2022	571
USA/WA-CDC-UW22021446372/2022	571
USA/WA-CDC-UW22030173247/2022	571
USA/WA-CDC-UW22030325238/2022	571
USA/WA-CDC-UW22021547181/2022	571
USA/WA-CDC-UW21123146515/2021	571
USA/WA-CDC-UW22022542505/2022	571
USA/WA-UW-22030274102/2022	571
USA/WA-CDC-UW22022387147/2022	571
USA/WA-CDC-UW22030437476/2022	571
USA/WA-CDC-UW22030435428/2022	571
USA/WA-UW-22022323679/2022	572
USA/WA-CDC-UW22030186213/2022	572
USA/WA-CDC-UW22022163243/2022	573
USA/WA-CDC-UW21123175962/2021	574
USA/WA-CDC-UW22030252067/2022	575
USA/WA-CDC-UW22030122597/2022	575
USA/WA-CDC-UW22030144940/2022	576
USA/WA-CDC-UW22030349266/2022	576
USA/WA-CDC-UW22030471332/2022	577
USA/WA-UW-22021864707/2022	577
USA/WA-S16508/2021	578
USA/WA-S18007/2022	578
USA/WA-CDC-UW22010598668/2022	579
USA/WA-CDC-LC0538146/2022	580
USA/WA-S16439/2022	581
USA/WA-UW-22021884940/2022	582
USA/WA-CDC-UW22021406856/2022	583
USA/WA-CDC-UW22021218151/2022	584
USA/WA-UW-22022191431/2022	584
USA/WA-CDC-LC0555735/2022	584
USA/WA-CDC-UW22022506162/2022	584
USA/WA-CDC-UW22021958730/2022	585
USA/WA-CDC-UW22022182197/2022	586
USA/WA-CDC-UW22020766100/2022	587
USA/WA-CDC-LC0561815/2022	588
USA/WA-UW-21122102110/2021	589
USA/WA-S16154/2022	590
USA/WA-CDC-UW22022524259/2022	591
USA/WA-CDC-UW22030146279/2022	591
USA/WA-CDC-UW22030659303/2022	591
USA/WA-CDC-UW22030632613/2022	591
USA/WA-CDC-UW21122054803/2021	592
USA/WA-CDC-UW22022134239/2022	592
USA/WA-CDC-UW21122832919/2021	593
USA/WA-CDC-UW22010841877/2022	593
USA/WA-CDC-UW21121095484/2021	593
USA/WA-CDC-UW21121129414/2021	593
USA/WA-CDC-UW21121417642/2021	593
USA/WA-CDC-UW21121790178/2021	593
USA/WA-CDC-UW22010818609/2022	593
USA/WA-CDC-UW21122454313/2021	593
USA/WA-CDC-UW21123176073/2021	594
USA/WA-UW-21123002414/2021	595
USA/WA-CDC-UW21122059348/2021	596
USA/WA-CDC-UW22020933775/2022	597
USA/WA-UW-21123005123/2021	598
USA/WA-CDC-UW21121369794/2021	599
USA/WA-CDC-UW21123170968/2021	599
USA/WA-CDC-UW21122796185/2021	599
USA/WA-CDC-UW21121790656/2021	600
USA/WA-UW-22010488906/2022	600
USA/WA-CDC-UW22010112310/2022	601
USA/WA-CDC-UW22010873306/2022	602
USA/WA-UW-21122920060/2021	603
USA/WA-CDC-UW21121134690/2021	604
USA/WA-UW-21122475803/2021	605
USA/WA-CDC-UW21121450979/2021	605
USA/WA-CDC-UW21121614682/2021	606
USA/WA-CDC-UW22010791857/2022	607
USA/WA-CDC-UW21122497318/2021	607
USA/WA-CDC-UW22020418927/2022	607
USA/WA-CDC-UW21122396860/2021	607
USA/WA-CDC-UW21122757970/2021	607
USA/WA-CDC-UW21122751928/2021	607
USA/WA-CDC-UW22010814912/2022	607
USA/WA-UW-21123022318/2021	607
USA/WA-CDC-UW21121764166/2021	607
USA/WA-CDC-UW21121080368/2021	607
USA/WA-CDC-UW21121435157/2021	607
USA/WA-CDC-UW22010732021/2022	607
USA/WA-CDC-UW22010631298/2022	607
USA/WA-CDC-UW21121830896/2021	607
USA/WA-UW-21122478960/2021	607
USA/WA-CDC-UW22010602518/2022	607
USA/WA-CDC-UW22010887965/2022	608
USA/WA-CDC-UW22010581359/2022	608
USA/WA-CDC-UW22010894680/2022	609
USA/WA-ALTCOV-DGHFVC5YVZRFO2XL/2021	610
USA/WA-CDC-ASC210503353/2022	610
USA/WA-S17141/2022	610
USA/WA-UW-22021518798/2022	610
USA/WA-ALTCOV-NEHO6RL5ICVL3GTG/2021	611
USA/WA-ALTCOV-AWRHAZ5Q2XQRX2TX/2021	611
USA/WA-S16461/2021	612
USA/WA-S15905/2021	612
USA/WA-PHL-008682/2021	613
USA/WA-CDC-LC0553284/2022	614
USA/WA-CDC-UW22021447723/2022	615
USA/WA-CDC-LC0557812/2022	615
USA/WA-CDC-LC0547666/2022	616
USA/WA-S16443/2021	617
USA/WA-S16500/2022	618
USA/WA-S16098/2022	619
USA/WA-S17973/2022	620
USA/WA-UW-22020726805/2022	621
USA/WA-UW-22022431628/2022	622
USA/WA-CDC-UW22022107587/2022	623
USA/WA-CDC-UW22020414073/2022	624
USA/WA-CDC-UW21121314839/2021	624
USA/WA-CDC-UW22010291937/2022	624
USA/WA-CDC-UW22010526870/2022	624
USA/WA-UW-22020454215/2022	624
USA/WA-CDC-UW21121127901/2021	624
USA/WA-CDC-UW21121759886/2021	624
USA/WA-CDC-UW22020921873/2022	624
USA/WA-CDC-UW22010583731/2022	624
USA/WA-UW-21121739605/2021	624
USA/WA-CDC-UW22010526682/2022	624
USA/WA-CDC-UW21121623348/2021	624
USA/WA-CDC-UW22010825665/2022	624
USA/WA-CDC-UW22010168348/2022	624
USA/WA-CDC-UW22010533045/2022	624
USA/WA-CDC-UW22011069411/2022	624
USA/WA-CDC-UW22011022227/2022	624
USA/WA-UW-21122420956/2021	625
USA/WA-CDC-UW22010835140/2022	626
USA/WA-CDC-UW22020294666/2022	627
USA/WA-CDC-UW22010477561/2022	628
USA/WA-CDC-UW22020227828/2022	629
USA/WA-PHL-015900/2022	630
USA/WA-S18385/2022	631
USA/WA-CDC-UW22022898576/2022	632
USA/WA-CDC-UW22021655968/2022	632
USA/WA-PHL-009571/2021	633
USA/WA-CDC-LC0499299/2022	634
USA/WA-S18758/2022	635
USA/WA-S18826/2022	635
USA/WA-S18792/2022	635
USA/WA-CDC-UW21121952809/2021	636
USA/WA-CDC-UW21123108458/2021	637
USA/WA-CDC-UW22010883981/2022	638
USA/WA-UW-22010495548/2022	638
USA/WA-CDC-UW22011035514/2022	638
USA/WA-S17625/2022	639
USA/WA-S16405/2022	639
USA/WA-S18465/2022	639
USA/WA-S18293/2022	639
USA/WA-S18470/2022	639
USA/WA-S18498/2022	639
USA/WA-S18501/2022	639
USA/WA-PHL-015132/2022	639
USA/WA-CDC-UW22021087468/2022	640
USA/WA-CDC-UW22021111841/2022	641
USA/WA-S18993/2022	642
USA/WA-S17707/2022	643
USA/WA-S17371/2022	644
USA/WA-UW-22021881882/2022	645
USA/WA-S17578/2022	646
USA/WA-CDC-UW22021037356/2022	647
USA/WA-S18384/2022	648
USA/WA-PHL-013583/2022	649
USA/WA-PHL-014934/2022	650
USA/WA-S16300/2022	651
USA/WA-S18750/2022	652
USA/WA-S17326/2022	653
USA/WA-S17981/2022	653
USA/WA-CDC-LC0528986/2022	654
USA/WA-S17938/2022	655
USA/WA-PHL-011572/2022	656
USA/WA-S19230/2022	657
USA/WA-PHL-014915/2022	658
USA/WA-CDC-UW22022840640/2022	658
USA/WA-UW-22021059101/2022	659
USA/WA-S17575/2022	660
USA/WA-S18110/2022	661
USA/WA-CDC-UW22030264885/2022	662
USA/WA-PHL-015115/2022	662
USA/WA-CDC-UW22021467003/2022	663
USA/WA-CDC-UW22021147639/2022	663
USA/WA-S18814/2022	664
USA/WA-CDC-UW22030335106/2022	665
USA/WA-CDC-UW22022564874/2022	665
USA/WA-CDC-UW22010517055/2022	666
USA/WA-S16509/2021	667
USA/WA-CDC-UW21122883119/2021	668
USA/WA-CDC-UW22030125536/2022	669
USA/WA-CDC-LC0471361/2022	670
USA/WA-CDC-UW22030534991/2022	671
USA/WA-CDC-UW22022386673/2022	671
USA/WA-CDC-UW22022862091/2022	671
USA/WA-CDC-UW22030526645/2022	671
USA/WA-CDC-UW21121343612/2021	672
USA/WA-CDC-UW21122483546/2021	672
USA/WA-CDC-UW22011078693/2022	673
USA/WA-CDC-UW22020971064/2022	674
USA/WA-CDC-LC0475699/2022	675
USA/WA-CDC-UW22020903633/2022	676
USA/WA-UW-22020280211/2022	676
USA/WA-CDC-UW22020912666/2022	676
USA/WA-CDC-UW21122416928/2021	676
USA/WA-CDC-UW22020222011/2022	676
USA/WA-CDC-UW22020914525/2022	676
USA/WA-CDC-UW22011039289/2022	676
USA/WA-CDC-UW22011039186/2022	676
USA/WA-CDC-UW22011067575/2022	676
USA/WA-CDC-UW22010442908/2022	676
USA/WA-CDC-UW22020440208/2022	676
USA/WA-CDC-UW22010566965/2022	676
USA/WA-CDC-UW21122022740/2021	676
USA/WA-CDC-UW21122456617/2021	676
USA/WA-CDC-UW21122372585/2021	676
USA/WA-CDC-UW22010207685/2022	676
USA/WA-CDC-UW22010181576/2022	676
USA/WA-CDC-UW21122840700/2021	676
USA/WA-UW-22010847471/2022	676
USA/WA-CDC-UW21121000483/2021	676
USA/WA-UW-21122392085/2021	676
USA/WA-UW-22020419607/2022	676
USA/WA-CDC-UW21121311236/2021	677
USA/WA-CDC-UW22010439883/2022	677
USA/WA-CDC-UW22010213873/2022	677
USA/WA-CDC-UW21122757902/2021	677
USA/WA-CDC-UW22022159064/2022	678
USA/WA-CDC-LC0437618/2021	678
USA/WA-CDC-LC0451107/2021	678
USA/WA-CDC-UW22020835909/2022	678
USA/WA-CDC-UW22022807026/2022	679
USA/WA-CDC-UW21121356247/2021	680
USA/WA-UW-21122228531/2021	680
USA/WA-S18899/2021	680
USA/WA-UW-22020841906/2022	680
USA/WA-CDC-UW22021145240/2022	680
USA/WA-CDC-UW22010566266/2022	680
USA/WA-UW-22022477325/2022	681
USA/WA-CDC-UW22030203943/2022	681
USA/WA-CDC-UW22030103445/2022	681
USA/WA-UW-22011098792/2022	682
USA/WA-CDC-UW22030556255/2022	682
USA/WA-S16958/2022	683
USA/WA-S17378/2022	683
USA/WA-S17573/2022	684
USA/WA-CDC-UW21123143856/2021	685
USA/WA-CDC-UW22010468129/2022	685
USA/WA-CDC-UW22021562638/2022	685
USA/WA-S17723/2022	686
USA/WA-S17388/2022	686
USA/WA-CDC-LC0484339/2022	687
USA/WA-S16034/2022	688
USA/WA-CDC-UW22022273445/2022	689
USA/WA-S18426/2022	690
USA/WA-S18192/2022	691
USA/WA-S18660/2022	692
USA/WA-CDC-UW22021548512/2022	693
USA/WA-S16911/2022	694
USA/WA-CDC-UW22030218075/2022	695
USA/WA-S18637/2022	696
USA/WA-S16738/2022	697
USA/WA-S17246/2022	698
USA/WA-S17276/2022	699
USA/WA-CDC-UW22030223032/2022	700
USA/WA-CDC-UW21121898346/2021	701
USA/WA-PHL-009794/2021	701
USA/WA-UW-22021020335/2022	701
USA/WA-S15866/2021	701
USA/WA-CDC-ASC210584907/2022	702
USA/WA-S19109/2022	702
USA/WA-S19065/2022	702
USA/WA-CDC-UW21121753337/2021	703
USA/WA-CDC-LC0456374/2021	704
USA/WA-UW-22021607061/2022	705
USA/WA-UW-22021700695/2022	706
USA/WA-CDC-UW22022612707/2022	707
USA/WA-S16524/2021	708
USA/WA-S16442/2021	708
USA/WA-S16010/2021	709
USA/WA-CDC-LC0560663/2022	710
USA/WA-S16682/2022	711
USA/WA-CDC-UW22020739596/2022	711
USA/WA-CDC-UW22030558409/2022	712
USA/WA-CDC-UW22020477068/2022	713
USA/WA-CDC-UW21121899474/2021	714
USA/WA-PHL-014923/2022	714
USA/WA-PHL-014925/2022	714
USA/WA-S19354/2021	715
USA/WA-S16140/2022	716
USA/WA-CDC-UW22012275635/2022	717
USA/WA-CDC-UW22030169801/2022	718
USA/WA-CDC-UW22030657971/2022	719
USA/WA-CDC-UW22022508946/2022	719
USA/WA-PHL-015785/2022	719
USA/WA-PHL-013999/2022	720
USA/WA-S16650/2022	721
USA/WA-S16136/2022	721
USA/WA-PHL-014953/2022	722
USA/WA-UW-22021836114/2022	722
USA/WA-CDC-UW22021689768/2022	723
USA/WA-UW-22021772343/2022	723
USA/WA-CDC-LC0537635/2022	724
USA/WA-S16067/2022	725
USA/WA-S16602/2022	725
USA/WA-CDC-UW22010400587/2022	726
USA/WA-CDC-LC0499610/2022	727
USA/WA-PHL-014065/2022	728
USA/WA-CDC-UW22020810609/2022	728
USA/WA-CDC-UW22021454788/2022	729
USA/WA-UW-22022328815/2022	729
USA/WA-UW-22021699640/2022	729
USA/WA-UW-22021710067/2022	729
USA/WA-CDC-UW21122057818/2021	730
USA/WA-CDC-UW22012294522/2022	730
USA/WA-S17009/2022	730
USA/WA-S16065/2022	730
USA/WA-S17418/2022	730
USA/WA-S17778/2022	730
USA/WA-CDC-UW22010409387/2022	731
USA/WA-CDC-LC0538670/2022	732
USA/WA-CDC-LC0456914/2022	733
USA/WA-CDC-ASC210648590/2022	734
USA/WA-CDC-UW22022186273/2022	735
USA/WA-UW-22021816287/2022	735
USA/WA-CDC-UW22030122778/2022	735
USA/WA-PHL-014825/2022	735
USA/WA-CDC-UW22021219280/2022	735
USA/WA-CDC-UW22030622402/2022	735
USA/WA-CDC-LC0553286/2022	735
USA/WA-CDC-UW22022553261/2022	736
USA/WA-CDC-UW22022559445/2022	737
USA/WA-CDC-UW22021208129/2022	737
USA/WA-UW-22021756600/2022	738
USA/WA-S17752/2022	739
USA/WA-CDC-UW22030581779/2022	740
USA/WA-S17044/2022	741
USA/WA-S16857/2022	742
USA/WA-S16858/2022	742
USA/WA-S17148/2022	742
USA/WA-CDC-UW21122779373/2021	742
USA/WA-CDC-UW21122741016/2021	742
USA/WA-CDC-UW22010867538/2022	742
USA/WA-CDC-UW22010849420/2022	742
USA/WA-CDC-UW22010856054/2022	742
USA/WA-CDC-UW22010784242/2022	742
USA/WA-CDC-UW21122436576/2021	742
USA/WA-CDC-UW21122403893/2021	743
USA/WA-CDC-UW22010427820/2022	744
USA/WA-CDC-UW21122995875/2021	745
USA/WA-S15984/2021	745
USA/WA-CDC-LC0450947/2021	746
USA/WA-CDC-LC0521536/2022	747
USA/WA-S16991/2022	747
USA/WA-S16491/2022	747
USA/WA-CDC-LC0474080/2022	747
USA/WA-S16058/2022	748
USA/WA-CDC-LC0471589/2022	749
USA/WA-CDC-UW22021009629/2022	750
USA/WA-S19088/2022	751
USA/WA-CDC-UW22030628601/2022	751
USA/WA-PHL-014969/2022	752
USA/WA-S18559/2022	753
USA/WA-CDC-UW22021913757/2022	754
USA/WA-PHL-013742/2022	755
USA/WA-S17280/2022	756
USA/WA-CDC-STM-Z2FC4HXR7/2022	756
USA/WA-CDC-UW22030607953/2022	757
USA/WA-CDC-UW22022847693/2022	757
USA/WA-CDC-UW22030293944/2022	757
USA/WA-CDC-UW22030400724/2022	757
USA/WA-UW-22011056611/2022	758
USA/WA-S15903/2021	759
USA/WA-CDC-UW21122816284/2021	760
USA/WA-S17144/2022	761
USA/WA-S16575/2022	762
USA/WA-CDC-UW22010806170/2022	762
USA/WA-CDC-UW22020953683/2022	762
USA/WA-CDC-UW21122781288/2021	762
USA/WA-CDC-UW21122933149/2021	762
USA/WA-CDC-UW21122043385/2021	762
USA/WA-CDC-UW22010142791/2022	762
USA/WA-CDC-UW21122806558/2021	762
USA/WA-CDC-UW22021427790/2022	763
USA/WA-CDC-UW22021441265/2022	763
USA/WA-S19053/2022	764
USA/WA-PHL-010206/2022	765
USA/WA-CDC-UW21122080109/2021	766
USA/WA-S16892/2022	767
USA/WA-S17879/2022	768
USA/WA-S18472/2022	769
USA/WA-CDC-UW22010496462/2022	770
USA/WA-S17178/2022	771
USA/WA-S17320/2022	772
USA/WA-S16099/2022	773
USA/WA-CDC-UW22020907471/2022	774
USA/WA-CDC-UW22022814550/2022	775
USA/WA-CDC-LC0534816/2022	776
USA/WA-CDC-UW22030479322/2022	777
USA/WA-PHL-009780/2021	778
USA/WA-CDC-LC0561804/2022	779
USA/WA-S18734/2022	780
USA/WA-CDC-UW22021060724/2022	781
USA/WA-CDC-UW22021427154/2022	781
USA/WA-S16030/2021	781
USA/WA-S19225/2022	782
USA/WA-CDC-UW22021737347/2022	782
USA/WA-CDC-UW22011052815/2022	783
USA/WA-S15956/2021	784
USA/WA-CDC-UW22021470492/2022	785
USA/WA-S17852/2021	786
USA/WA-S16218/2021	787
USA/WA-S16850/2022	788
USA/WA-CDC-UW21123169326/2021	789
USA/WA-CDC-UW22010256245/2022	790
USA/WA-CDC-UW22030129661/2022	791
USA/WA-CDC-UW22030616966/2022	791
USA/WA-UW-22021014165/2022	792
USA/WA-CDC-LC0499287/2022	793
USA/WA-S17713/2022	794
USA/WA-S18070/2022	794
USA/WA-S17630/2022	795
USA/WA-S17643/2022	796
USA/WA-S17053/2022	797
USA/WA-CDC-LC0444029/2021	798
USA/WA-S17023/2022	799
USA/WA-UW-22021725521/2022	800
USA/WA-CDC-ASC210692145/2022	801
USA/WA-PHL-014913/2022	802
USA/WA-CDC-UW22022102603/2022	802
USA/WA-CDC-UW22021884235/2022	803
USA/WA-CDC-LC0553264/2022	803
USA/WA-S16549/2022	804
USA/WA-S18960/2022	805
USA/WA-CDC-ASC210695541/2022	806
USA/WA-UW-22020863977/2022	807
USA/WA-S16653/2022	808
USA/WA-CDC-ASC210603700/2022	809
USA/WA-CDC-LC0528980/2022	810
USA/WA-CDC-UW21121371028/2021	811
USA/WA-CDC-UW22021476384/2022	812
