strain	cluster
USA/WA-UW-21050557550/2021	302
USA/WA-S7446/2021	303
USA/WA-CDC-UW21050199976/2021	304
USA/WA-S8481/2021	305
USA/WA-CDC-UW21052000095/2021	305
USA/WA-S8105/2021	305
USA/WA-CDC-LC0083838/2021	305
USA/WA-UW-21051106580/2021	306
USA/WA-CDC-UW21051084417/2021	307
USA/WA-Altius-ALTCOV-UQRASK622G5FGBUP/2021	308
USA/WA-Altius-ALTCOV-WAIBVYE4E7O46QDC/2021	309
USA/WA-Altius-ALTCOV-6TOMJCHZMZJZU2TE/2021	310
USA/WA-UW-21051549214/2021	311
USA/WA-Altius-ALTCOV-PMWWIQYYQCVCKPDD/2021	312
USA/WA-Altius-ALTCOV-JTAOLS3BJ4YEQEGU/2021	313
USA/WA-UW-21050546129/2021	314
USA/WA-CDC-UW21051422201/2021	315
USA/WA-CDC-UW21051796988/2021	316
USA/WA-Altius-ALTCOV-5NDC5D7NDMGJICDR/2021	317
USA/WA-CDC-UW21051371537/2021	317
USA/WA-S8454/2021	317
USA/WA-S8607/2021	317
USA/WA-CDC-UW21051365877/2021	317
USA/WA-Altius-ALTCOV-RPNDAY6KRSYIP6SU/2021	317
USA/WA-Altius-ALTCOV-XMDZI6KIUYJ2CPHK/2021	317
USA/WA-Altius-ALTCOV-BYVAQPJBKFIJVBFT/2021	318
USA/WA-UW-21041781190/2021	319
USA/WA-CDC-UW21070986427/2021	320
USA/WA-UW-67373/2021	321
USA/WA-S6094/2021	322
USA/WA-CDC-UW21060427298/2021	323
USA/WA-CDC-UW21061168127/2021	323
USA/WA-CDC-UW21060777713/2021	323
USA/WA-CDC-UW21060783873/2021	323
USA/WA-CDC-UW21060465962/2021	323
USA/WA-CDC-UW21060454735/2021	323
USA/WA-CDC-UW21061104788/2021	323
USA/WA-CDC-UW21060755657/2021	323
USA/WA-UW-2021033001212/2021	324
USA/WA-CDC-LC0044468/2021	325
USA/WA-CDC-UW21081442455/2021	326
USA/WA-CDC-UW21082052355/2021	327
USA/WA-UW-21090832197/2021	327
USA/WA-UW-21090822337/2021	327
USA/WA-CDC-UW21062583581/2021	328
USA/WA-UW-21042375618/2021	329
USA/WA-CDC-UW21050386134/2021	329
USA/WA-CDC-UW21051362501/2021	329
USA/WA-CDC-UW21051368498/2021	329
USA/WA-CDC-UW21051273445/2021	329
USA/WA-CDC-UW21051271376/2021	329
USA/WA-S8856/2021	329
USA/WA-CDC-UW21051399137/2021	329
USA/WA-CDC-UW21051265095/2021	329
USA/WA-Altius-ALTCOV-PR47JCIUTWDNTXEC/2021	329
USA/WA-Altius-ALTCOV-LFB6HSAKVQRVHJDB/2021	330
USA/WA-UW-2021040308321/2021	331
USA/WA-Altius-ALTCOV-WKO3MCITIPPZ2DBC/2021	332
USA/WA-UW-2021040306128/2021	333
USA/WA-S5549/2021	334
USA/WA-S6821/2021	334
USA/WA-CDC-UW21051714647/2021	335
USA/WA-S7416/2021	336
USA/WA-CDC-UW21042744285/2021	337
USA/WA-UW-21042639183/2021	338
USA/WA-UW-21041622232/2021	338
USA/WA-UW-21042195548/2021	338
USA/WA-UW-21042786959/2021	338
USA/WA-CDC-UW21050114549/2021	338
USA/WA-UW-21043035357/2021	338
USA/WA-UW-21051005552/2021	338
USA/WA-UW-21051041767/2021	338
USA/WA-S6169/2021	339
USA/WA-UW-21042336611/2021	340
USA/WA-S8342/2021	341
USA/WA-Altius-ALTCOV-TRV2SCG5BBVHP2HJ/2021	342
USA/WA-UW-2021040205426/2021	343
USA/WA-UW-21051029502/2021	344
USA/WA-UW-21042149238/2021	344
USA/WA-UW-21042827129/2021	345
USA/WA-Altius-ALTCOV-SWQGHWVTJTAJWBES/2021	346
USA/WA-UW-21043040101/2021	347
USA/WA-CDC-LC0052930/2021	348
USA/WA-PROV-1361/2021	349
USA/WA-UW-21051370889/2021	350
USA/WA-CDC-UW21051134591/2021	350
USA/WA-CDC-LC0059636/2021	350
USA/WA-CDC-UW21062414905/2021	350
USA/WA-CDC-UW21062428790/2021	350
USA/WA-S9386/2021	350
USA/WA-CDC-UW21062529437/2021	350
USA/WA-CDC-UW21062405963/2021	350
USA/WA-UW-21070247882/2021	350
USA/WA-UW-21050305608/2021	350
USA/WA-Altius-ALTCOV-DNYR6KELVOJ5P4SP/2021	351
USA/WA-Altius-ALTCOV-EMR2IUJJU6LKEHT4/2021	352
USA/WA-Altius-ALTCOV-BYU7637SRYD3PMF7/2021	352
USA/WA-Altius-ALTCOV-SJ6ESIW56NHPDGWP/2021	352
USA/WA-Altius-ALTCOV-RBHGIFTTNZLVLCCF/2021	352
USA/WA-Altius-ALTCOV-KXKOXPCQA63XDYRO/2021	352
USA/WA-Altius-ALTCOV-6IVU2CST6SAQLDAE/2021	352
USA/WA-Altius-ALTCOV-2WHSDN5QV3CR62VV/2021	352
USA/WA-CDC-UW21051310924/2021	353
USA/WA-CDC-UW21050450328/2021	354
USA/WA-UW-21042912060/2021	355
USA/WA-CDC-UW21050114398/2021	356
USA/WA-CDC-UW21050664569/2021	356
USA/WA-UW-21051585470/2021	356
USA/WA-CDC-UW21051066733/2021	356
USA/WA-S8633/2021	357
USA/WA-CDC-UW21052420095/2021	358
USA/WA-CDC-UW21050464579/2021	359
USA/WA-S7320/2021	360
USA/WA-CDC-UW21052783388/2021	360
USA/WA-UW-21052120365/2021	360
USA/WA-UW-21050118009/2021	361
USA/WA-Altius-ALTCOV-PRDKC4Q2WCCMG3DV/2021	362
USA/WA-Altius-ALTCOV-6J4NED4DDDBIO4SF/2021	362
USA/WA-Altius-ALTCOV-34BCXK2K2CHYYDAQ/2021	362
USA/WA-CDC-UW21051724372/2021	362
USA/WA-Altius-ALTCOV-CWWZ6RL3BI5GDXDT/2021	362
USA/WA-CDC-UW21051247395/2021	363
USA/WA-CDC-UW21052014117/2021	363
USA/WA-UW-21051091195/2021	364
USA/WA-CDC-UW21052573876/2021	365
USA/WA-CDC-UW21051206446/2021	365
USA/WA-CDC-UW21051228684/2021	365
USA/WA-CDC-UW21052074128/2021	365
USA/WA-CDC-UW21052585912/2021	365
USA/WA-CDC-UW21052486417/2021	365
USA/WA-UW-21051046853/2021	366
USA/WA-UW-21051157666/2021	367
USA/WA-Altius-ALTCOV-4EYOTP6B43VJJMCJ/2021	367
USA/WA-UW-21050374832/2021	367
USA/WA-Altius-ALTCOV-I6NEYYR4GQN37KRN/2021	367
USA/WA-Altius-ALTCOV-BLFSX4GNFKNTPHQS/2021	367
USA/WA-UW-21051014453/2021	367
USA/WA-UW-21051037140/2021	367
USA/WA-Altius-ALTCOV-W2BIPLMFN6Y5WZW4/2021	367
USA/WA-S8265/2021	367
USA/WA-UW-21050556053/2021	367
USA/WA-CDC-UW21050442679/2021	367
USA/WA-S6978/2021	368
USA/WA-UW-2021041395821/2021	369
USA/WA-UW-21041928805/2021	369
USA/WA-S6849/2021	370
USA/WA-S6979/2021	370
USA/WA-CDC-UW21061465678/2021	371
USA/WA-S8470/2021	372
USA/WA-UW-21051882389/2021	372
USA/WA-Altius-ALTCOV-HBBPRQMKH2NUU7UR/2021	373
USA/WA-UW-21041427739/2021	374
USA/WA-UW-21042318508/2021	375
USA/WA-S6909/2021	376
USA/WA-CDC-UW21050116741/2021	377
USA/WA-CDC-UW21050485895/2021	378
USA/WA-S7577/2021	379
USA/WA-UW-21043028804/2021	380
USA/WA-Altius-ALTCOV-6ADQCDZ3LIWH7BS2/2021	381
USA/WA-Altius-ALTCOV-GTISY55JW62BUIAY/2021	381
USA/WA-Altius-ALTCOV-YBMBS27NSUGWACCJ/2021	381
USA/WA-UW-2021041200693/2021	382
USA/WA-S8595/2021	383
USA/WA-UW-21042617420/2021	384
USA/WA-CDC-UW21043093624/2021	384
USA/WA-Altius-ALTCOV-MTUXYXATQ37P2KTD/2021	385
USA/WA-Altius-ALTCOV-YWNFJ5KBDB4SZ5DD/2021	385
USA/WA-CDC-UW21051351449/2021	385
USA/WA-Altius-ALTCOV-LEHQJVNE63XLLIFU/2021	385
USA/WA-Altius-ALTCOV-HI3B74DZDNF3X2FR/2021	385
USA/WA-Altius-ALTCOV-MVYHVFLZGSQERMBF/2021	385
USA/WA-Altius-ALTCOV-SNQMYPYD36S7M4XP/2021	386
USA/WA-CDC-UW21060353361/2021	387
USA/WA-CDC-UW21052400833/2021	387
USA/WA-Altius-ALTCOV-OBLPC7ZGJYX5WHRR/2021	388
USA/WA-UW-21061644079/2021	389
USA/WA-Altius-ALTCOV-6KBGTAVYUMJ2OUTK/2021	390
USA/WA-UW-21041965971/2021	391
USA/WA-CDC-UW21051858107/2021	392
USA/WA-CDC-UW21051317343/2021	392
USA/WA-CDC-UW21050435696/2021	392
USA/WA-UW-21050512925/2021	392
USA/WA-CDC-UW21051330925/2021	392
USA/WA-UW-21051177762/2021	392
USA/WA-UW-21052792626/2021	392
USA/WA-CDC-UW21052402570/2021	393
USA/WA-UW-21060931534/2021	394
USA/WA-Altius-ALTCOV-IC25NRE5LPAQKVTI/2021	395
USA/WA-Altius-ALTCOV-MVOL65AISKAMBIBI/2021	395
USA/WA-PHL-000965/2021	396
USA/WA-S8463/2021	397
USA/WA-S7524/2021	398
USA/WA-S7533/2021	399
USA/WA-Altius-ALTCOV-DOKSL5ALBSUVNERI/2021	400
USA/WA-CDC-UW21060477896/2021	400
USA/WA-S5804/2021	401
USA/WA-CDC-UW21062294186/2021	402
USA/WA-CDC-UW21062330274/2021	402
USA/WA-CDC-UW21062298391/2021	403
USA/WA-UW-2021040302890/2021	404
USA/WA-UW-2021040654016/2021	404
USA/WA-CDC-UW21050160968/2021	404
USA/WA-S7459/2021	404
USA/WA-UW-2021040501887/2021	405
USA/WA-UW-2021032904150/2021	406
USA/WA-UW-2021032901078/2021	406
USA/WA-PHL-001081/2021	406
USA/WA-CDC-UW21043095819/2021	407
USA/WA-Altius-ALTCOV-DHCEF24BFPBGVXXS/2021	407
USA/WA-CDC-UW21050605180/2021	407
USA/WA-CDC-LC0059426/2021	407
USA/WA-UW-21042634576/2021	407
USA/WA-UW-21050392389/2021	407
USA/WA-CDC-UW21051054633/2021	407
USA/WA-UW-21051059482/2021	407
USA/WA-CDC-UW21051365813/2021	407
USA/WA-CDC-UW21051719721/2021	407
USA/WA-CDC-UW21051211443/2021	407
USA/WA-CDC-UW21051261424/2021	407
USA/WA-S9382/2021	408
USA/WA-Altius-ALTCOV-BQZYFUVVBAETNSTS/2021	409
USA/WA-Altius-ALTCOV-LDS6JMLUWPW7KSBR/2021	410
USA/WA-UW-21051181518/2021	411
USA/WA-UW-21050571678/2021	412
USA/WA-CDC-UW21050635330/2021	412
USA/WA-S8113/2021	412
USA/WA-UW-21051505472/2021	412
USA/WA-CDC-UW21052539219/2021	413
USA/WA-CDC-UW21050394523/2021	413
USA/WA-UW-21042846978/2021	414
USA/WA-CDC-UW21053191682/2021	415
USA/WA-CDC-UW21052668354/2021	415
USA/WA-Altius-ALTCOV-TZOQ65JT4TAJX6B3/2021	415
USA/WA-Altius-ALTCOV-GR4QLGRJIYMRB7DF/2021	415
USA/WA-CDC-UW21051489979/2021	415
USA/WA-S8204/2021	415
USA/WA-S8197/2021	415
USA/WA-S8247/2021	416
USA/WA-UW-21042330289/2021	416
USA/WA-S8432/2021	416
USA/WA-S8451/2021	416
USA/WA-CDC-UW21051713741/2021	417
USA/WA-UW-21051752683/2021	418
USA/WA-CDC-UW21051248802/2021	419
USA/WA-UW-2021041253752/2021	420
USA/WA-CDC-UW21061942260/2021	421
USA/WA-UW-68029/2021	422
USA/WA-S5924/2021	423
USA/WA-S8804/2021	424
USA/WA-Altius-ALTCOV-XU7YD3SND4ZOXNTT/2021	425
USA/WA-UW-2021040867566/2021	426
USA/WA-CDC-UW21051986798/2021	427
USA/WA-UW-21051456470/2021	427
USA/WA-UW-21043077791/2021	427
USA/WA-CDC-UW21051736039/2021	427
USA/WA-CDC-UW21052020383/2021	428
USA/WA-CDC-UW21051960361/2021	428
USA/WA-CDC-UW21051948359/2021	428
USA/WA-CDC-UW21051225256/2021	429
USA/WA-CDC-UW21051280574/2021	429
USA/WA-CDC-UW21052508059/2021	430
USA/WA-S6119/2021	431
USA/WA-UW-21042729387/2021	432
USA/WA-S8112/2021	433
USA/WA-AG-10109826/2021	434
USA/WA-UW-67263/2021	435
USA/WA-CDC-UW21061873035/2021	436
USA/WA-CDC-UW21062807022/2021	436
USA/WA-UW-21061767631/2021	436
USA/WA-UW-21061742276/2021	436
USA/WA-CDC-LC0085431/2021	436
USA/WA-CDC-LC0085448/2021	436
USA/WA-CDC-LC0085432/2021	436
USA/WA-CDC-UW21081432749/2021	437
USA/WA-UW-66102/2021	438
USA/WA-S8807/2021	439
USA/WA-UW-21061626136/2021	440
USA/WA-Altius-ALTCOV-542ZOANVYWWLE4VJ/2021	441
USA/WA-Altius-ALTCOV-DDPX45HMIWB2L6HG/2021	442
USA/WA-Altius-ALTCOV-5QBRVAEZLKPCYSWA/2021	443
USA/WA-CDC-UW21060436465/2021	444
USA/WA-CDC-UW21060330540/2021	444
USA/WA-UW-21042879111/2021	445
USA/WA-Altius-ALTCOV-EV3T34OZ2TLJMHCV/2021	445
USA/WA-Altius-ALTCOV-CIPQDK2UPK5LOHSV/2021	445
USA/WA-Altius-ALTCOV-ITF7XHEMTPEOILCN/2021	445
USA/WA-Altius-ALTCOV-K5T66AZUYMZRZ7EU/2021	446
USA/WA-CDC-UW21062405431/2021	447
USA/WA-UW-21061306523/2021	448
USA/WA-S9357/2021	449
USA/WA-S9520/2021	450
USA/WA-CDC-UW21061810984/2021	450
USA/WA-PHL-001059/2021	450
USA/WA-Altius-ALTCOV-Q3M4SGS3IFMXLECP/2021	450
USA/WA-PHL-001096/2021	451
USA/WA-Altius-ALTCOV-7UPJR2SXIAG73RSP/2021	452
USA/WA-PHL-001095/2021	453
USA/WA-PHL-001058/2021	454
USA/WA-Altius-ALTCOV-325OFXYOI3L2WMH3/2021	455
USA/WA-S5595/2021	456
USA/WA-UW-66223/2021	457
USA/WA-UW-65840/2021	458
USA/WA-UW-65785/2021	458
USA/WA-UW-21050526344/2021	459
USA/WA-UW-67292/2021	460
USA/WA-UW-2021040308530/2021	461
USA/WA-UW-21042836438/2021	462
USA/WA-Altius-ALTCOV-WETFDO23FY2WK6SO/2021	463
USA/WA-Altius-ALTCOV-ED6QYZI5PDPOVEGQ/2021	464
USA/WA-Altius-ALTCOV-MLSNPDGJ7NFGXDWB/2021	465
USA/WA-CDC-UW21062222950/2021	465
USA/WA-CDC-UW21062508513/2021	465
USA/WA-CDC-UW21062599744/2021	465
USA/WA-UW-21063042353/2021	466
USA/WA-UW-21063027833/2021	466
USA/WA-CDC-UW21071933339/2021	467
USA/WA-UW-66078/2021	468
USA/WA-AG-10114157/2021	468
USA/WA-UW-65351/2021	468
USA/WA-UW-66114/2021	468
USA/WA-UW-66234/2021	468
USA/WA-UW-65369/2021	468
USA/WA-UW-65368/2021	468
USA/WA-UW-66222/2021	468
USA/WA-UW-66233/2021	468
USA/WA-UW-67203/2021	468
USA/WA-UW-67458/2021	468
USA/WA-S8261/2021	469
USA/WA-Altius-ALTCOV-VX25TAWV2FFLZKBI/2021	470
USA/WA-UW-21043083232/2021	471
USA/WA-Altius-ALTCOV-D2W4ESX4GCO74JTA/2021	472
USA/WA-Altius-ALTCOV-NSX4T4R3TYSUH6XG/2021	472
USA/WA-Altius-ALTCOV-KECOEXV6Y6QMO2VI/2021	473
USA/WA-CDC-UW21061992589/2021	473
USA/WA-S9487/2021	473
USA/WA-S6217/2021	474
USA/WA-CDC-UW21062133427/2021	475
USA/WA-CDC-UW21052582421/2021	476
USA/WA-CDC-LC0043679/2021	477
USA/WA-UW-21041205316/2021	477
USA/WA-UW-2021040821735/2021	477
USA/WA-S7518/2021	477
USA/WA-UW-2021041019191/2021	477
USA/WA-UW-2021040701318/2021	477
USA/WA-UW-2021040864715/2021	477
USA/WA-UW-2021040952286/2021	477
USA/WA-Altius-ALTCOV-2PPTNQNDLOZV4LHS/2021	477
USA/WA-UW-21071214811/2021	478
USA/WA-CDC-UW21062453012/2021	478
USA/WA-S10320/2021	478
USA/WA-Altius-ALTCOV-IMX6MDPIJPPVCVEX/2021	479
USA/WA-UW-21042638649/2021	480
USA/WA-Altius-ALTCOV-IWKRPO53OWO4MNWB/2021	481
USA/WA-UW-21043028225/2021	482
USA/WA-CDC-UW21051124447/2021	483
USA/WA-S7516/2021	484
USA/WA-CDC-UW21072240407/2021	485
USA/WA-S8779/2021	486
USA/WA-S9128/2021	486
USA/WA-S9133/2021	486
USA/WA-CDC-UW21052093608/2021	486
USA/WA-S8769/2021	486
USA/WA-S8778/2021	486
USA/WA-S9023/2021	487
USA/WA-UW-21052102562/2021	488
USA/WA-CDC-UW21060316855/2021	489
USA/WA-CDC-UW21060464388/2021	489
USA/WA-S8243/2021	490
USA/WA-Altius-ALTCOV-ZUS6ZTHBSNFYQHW7/2021	491
USA/WA-Altius-ALTCOV-KLGRRZTEBLHXW3HE/2021	491
USA/WA-Altius-ALTCOV-R2MBNGFTTHXRWVFD/2021	491
USA/WA-Altius-ALTCOV-UGPHTG2VJY4RHMUS/2021	491
USA/WA-CDC-UW21060331800/2021	492
USA/WA-CDC-UW21052620461/2021	492
USA/WA-CDC-UW21051921332/2021	492
USA/WA-Altius-ALTCOV-MEXDEPNJ55LPIUWA/2021	492
USA/WA-Altius-ALTCOV-YLX4CYOCVM6VFQFS/2021	493
USA/WA-UW-21052821016/2021	494
USA/WA-Altius-ALTCOV-WZFEHUE4TMRUYBSM/2021	495
USA/WA-S9012/2021	496
USA/WA-S9006/2021	496
USA/WA-Altius-ALTCOV-IFQO3JYLTUX5YWBN/2021	496
USA/WA-Altius-ALTCOV-QVPU3Y6C7UOQQDVM/2021	496
USA/WA-CDC-UW21060711088/2021	496
USA/WA-CDC-UW21060712193/2021	496
USA/WA-UW-21052723633/2021	496
USA/WA-S6120/2021	497
USA/WA-UW-68957/2021	497
USA/WA-S6071/2021	497
USA/WA-UW-69233/2021	497
USA/WA-UW-2021033106521/2021	497
USA/WA-UW-2021040107280/2021	498
USA/WA-UW-66227/2021	499
USA/WA-UW-2021040106517/2021	500
USA/WA-UW-21043085122/2021	501
USA/WA-UW-21051833645/2021	501
USA/WA-CDC-UW21060169394/2021	501
USA/WA-UW-21051816855/2021	501
USA/WA-CDC-UW21053156386/2021	501
USA/WA-Altius-ALTCOV-XTYSKMMGA5ZUVXEX/2021	501
USA/WA-Altius-ALTCOV-6Q3UJQJ2RDJI2MWU/2021	501
USA/WA-JAX-JAX000852/2021	502
USA/WA-PHL-001115/2021	503
USA/WA-CDC-UW21051749974/2021	504
USA/WA-CDC-UW21051586746/2021	504
USA/WA-CDC-UW21051392040/2021	504
USA/WA-Altius-ALTCOV-M45ER7SBVUXOKLV5/2021	504
USA/WA-UW-21051525803/2021	505
USA/WA-S6316/2021	506
USA/WA-Altius-ALTCOV-AYKOCSEQTMAYUCH4/2021	506
USA/WA-UW-21041963764/2021	506
USA/WA-S6825/2021	506
USA/WA-UW-2021040505683/2021	506
USA/WA-S6844/2021	506
USA/WA-S8237/2021	507
USA/WA-UW-21041932788/2021	508
USA/WA-CDC-UW21050642792/2021	508
USA/WA-S8662/2021	508
USA/WA-CDC-LC0067286/2021	508
USA/WA-Altius-ALTCOV-JNX3KM76RBZ5XIGL/2021	508
USA/WA-Altius-ALTCOV-54QQ6ULKE67CI3BN/2021	508
USA/WA-Altius-ALTCOV-YGKEOA3ZEMSBRTGS/2021	508
USA/WA-S7037/2021	508
USA/WA-Altius-ALTCOV-MOK2G5UGNA4RWFTD/2021	508
USA/WA-Altius-ALTCOV-COKNDYWWTVP6BUDK/2021	508
USA/WA-UW-2021041256972/2021	508
USA/WA-CDC-UW21051213562/2021	508
USA/WA-UW-21052221881/2021	508
USA/WA-UW-21052218193/2021	508
USA/WA-UW-21051065459/2021	508
USA/WA-UW-21052891602/2021	508
USA/WA-Altius-ALTCOV-X5VWPRZP2NHCM5RE/2021	508
USA/WA-Altius-ALTCOV-25JSS3TAOLMTFEHQ/2021	509
USA/WA-Altius-ALTCOV-ILVV6TUAODWGH6CV/2021	510
USA/WA-Altius-ALTCOV-54E62ZSGPRRRDXHN/2021	510
USA/WA-Altius-ALTCOV-GLXWIB2Z4OSAH3S7/2021	510
USA/WA-Altius-ALTCOV-AQ5CR53T4SQ5XVEH/2021	510
USA/WA-Altius-ALTCOV-3BQL26HWUXXOPNGA/2021	510
USA/WA-CDC-UW21050664728/2021	510
USA/WA-Altius-ALTCOV-IKAYGV45EA2EICD5/2021	510
USA/WA-UW-2021032604899/2021	510
USA/WA-Altius-ALTCOV-KJNNCJ3JKDJFA5EK/2021	511
USA/WA-S7624/2021	511
USA/WA-Altius-ALTCOV-EAVC6TWP3YOT3ZVT/2021	511
USA/WA-UW-21050382480/2021	511
USA/WA-CDC-UW21050302836/2021	511
USA/WA-UW-67915/2021	512
USA/WA-CDC-UW21051718977/2021	513
USA/WA-UW-21050151307/2021	513
USA/WA-Altius-ALTCOV-FWSWRTFQEN272NCE/2021	514
USA/WA-S9046/2021	515
USA/WA-UW-67093/2021	516
USA/WA-UW-21042657166/2021	517
USA/WA-S8233/2021	518
USA/WA-S8268/2021	518
USA/WA-UW-66916/2021	519
USA/WA-UW-67306/2021	520
USA/WA-AG-10112607/2021	521
USA/WA-UW-2021041554566/2021	522
USA/WA-PHL-000299/2021	523
USA/WA-S6900/2021	524
USA/WA-UW-2021040204607/2021	524
USA/WA-UW-2021040201261/2021	524
USA/WA-UW-21042006994/2021	525
USA/WA-UW-67114/2021	526
USA/WA-S6359/2021	527
USA/WA-S8258/2021	528
USA/WA-S8238/2021	528
USA/WA-S8180/2021	528
USA/WA-Altius-ALTCOV-6P7IOCVNLQQDVOTF/2021	528
USA/WA-UW-21051289600/2021	528
USA/WA-S8132/2021	529
USA/WA-UW-21041590903/2021	530
USA/WA-S5402/2021	531
USA/WA-S5404/2021	531
USA/WA-S5403/2021	531
USA/WA-S5500/2021	531
USA/WA-S5213/2021	532
USA/WA-Altius-ALTCOV-BOZWDR27FG3P5ZVM/2021	533
USA/WA-UW-61650/2021	534
USA/WA-CDC-LC0044603/2021	535
USA/WA-PHL-000980/2021	536
USA/WA-UW-66155/2021	537
USA/WA-UW-68535/2021	538
USA/WA-UW-68566/2021	538
USA/WA-UW-68095/2021	538
USA/WA-UW-68561/2021	538
USA/WA-UW-68441/2021	538
USA/WA-UW-68094/2021	538
USA/WA-UW-68086/2021	538
USA/WA-UW-68504/2021	538
USA/WA-S5889/2021	539
USA/WA-UW-68911/2021	539
USA/WA-UW-68499/2021	540
USA/WA-UW-2021040501224/2021	541
USA/WA-PHL-000194/2021	542
USA/WA-UW-21060795059/2021	543
USA/WA-UW-21060700842/2021	544
USA/WA-Altius-ALTCOV-WA3KQJGDO3V3C7DF/2021	545
USA/WA-CDC-UW21080914813/2021	546
USA/WA-UW-21041772167/2021	547
USA/WA-Altius-ALTCOV-ZZI3LI63OKM7SKWY/2021	547
USA/WA-UW-21041940097/2021	547
USA/WA-Altius-ALTCOV-HAGZKB6XS4RB4OTA/2021	547
USA/WA-CDC-UW21050134366/2021	547
USA/WA-CDC-UW21050108852/2021	547
USA/WA-UW-21050160012/2021	547
USA/WA-UW-21050126453/2021	547
USA/WA-CDC-UW21061129229/2021	548
USA/WA-UW-21042070149/2021	549
USA/WA-S6293/2021	550
USA/WA-UW-21041220702/2021	550
USA/WA-S7414/2021	551
USA/WA-CDC-LC0056242/2021	551
USA/WA-UW-68047/2021	551
USA/WA-S5847/2021	551
USA/WA-S5821/2021	551
USA/WA-S5819/2021	552
USA/WA-UW-69651/2021	553
USA/WA-S5567/2021	554
USA/WA-S6127/2021	555
USA/WA-S7487/2021	555
USA/WA-S7499/2021	555
USA/WA-UW-66402/2021	556
USA/WA-S6312/2021	557
USA/WA-UW-69235/2021	558
USA/WA-UW-2021032904494/2021	558
USA/WA-UW-68888/2021	559
USA/WA-UW-67869/2021	560
USA/WA-S5638/2021	561
USA/WA-S6006/2021	561
USA/WA-UW-2021040899060/2021	562
USA/WA-S6270/2021	562
USA/WA-S6012/2021	562
USA/WA-PHL-000461/2021	562
USA/WA-S6234/2021	562
USA/WA-S6236/2021	562
USA/WA-UW-21041993780/2021	562
USA/WA-UW-21042002897/2021	562
USA/WA-S6333/2021	562
USA/WA-S6984/2021	562
USA/WA-S6161/2021	562
USA/WA-UW-21050311250/2021	563
USA/WA-UW-21051790697/2021	564
USA/WA-UW-21042031246/2021	565
USA/WA-PHL-000216/2021	566
USA/WA-Altius-ALTCOV-5OOTSAZHNCZ2EEVJ/2021	567
USA/WA-S10370/2021	567
USA/WA-UW-21051846986/2021	568
USA/WA-S5528/2021	569
USA/WA-UW-69267/2021	570
USA/WA-UW-67954/2021	571
USA/WA-UW-2021041684902/2021	572
USA/WA-UW-21041657766/2021	572
USA/WA-UW-2021041822416/2021	573
USA/WA-CDC-UW21060140770/2021	574
USA/WA-S8420/2021	575
USA/WA-S7456/2021	576
USA/WA-UW-58813/2021	577
USA/WA-UW-2021033106689/2021	578
USA/WA-S9111/2021	579
USA/WA-S8625/2021	580
USA/WA-UW-2021040708554/2021	581
USA/WA-UW-21041211154/2021	582
USA/WA-UW-21042179080/2021	582
USA/WA-UW-21041499490/2021	582
USA/WA-UW-21042679143/2021	583
USA/WA-UW-21042107936/2021	584
USA/WA-S8877/2021	585
USA/WA-UW-21050529423/2021	586
USA/WA-S5816/2021	587
USA/WA-CDC-UW21050423002/2021	588
USA/WA-Altius-ALTCOV-NVZBMTW2GZYKHTTW/2021	589
USA/WA-S7539/2021	590
USA/WA-S7545/2021	590
USA/WA-S7544/2021	590
USA/WA-UW-21060511680/2021	591
USA/WA-CDC-UW21051104774/2021	591
USA/WA-CDC-UW21060178880/2021	592
USA/WA-CDC-UW21061992558/2021	592
USA/WA-UW-21050509126/2021	593
USA/WA-UW-21050365818/2021	593
USA/WA-UW-21050575041/2021	593
USA/WA-S6971/2021	594
USA/WA-Altius-ALTCOV-3IANGI5GXOA6JGVQ/2021	594
USA/WA-Altius-ALTCOV-MVG6UVHOLQSRL3EF/2021	594
USA/WA-Altius-ALTCOV-6VDEG6XAKBG5IYD6/2021	594
USA/WA-UW-2021041371208/2021	594
USA/WA-Altius-ALTCOV-6QJ3QBDGE57VRHXN/2021	594
USA/WA-UW-2021040703507/2021	594
USA/WA-UW-2021041423595/2021	594
USA/WA-UW-2021040897252/2021	594
USA/WA-S8832/2021	594
USA/WA-CDC-UW21042700064/2021	594
USA/WA-CDC-UW21050398889/2021	594
USA/WA-Altius-ALTCOV-AHOZBLAGJBJSZCU3/2021	594
USA/WA-CDC-UW21042713522/2021	594
USA/WA-S10408/2021	594
USA/WA-CDC-UW21050452448/2021	594
USA/WA-UW-21051495522/2021	594
USA/WA-Altius-ALTCOV-7DI5NR72EZ6MDMVJ/2021	594
USA/WA-UW-21042671779/2021	594
USA/WA-CDC-UW21042790190/2021	594
USA/WA-CDC-UW21051921060/2021	594
USA/WA-CDC-UW21051349553/2021	595
USA/WA-CDC-UW21051085306/2021	596
USA/WA-UW-2021040817151/2021	597
USA/WA-UW-21042799331/2021	597
USA/WA-UW-2021040855279/2021	597
USA/WA-S5978/2021	598
USA/WA-Altius-ALTCOV-L2UQLW4NN5JLTZWX/2021	599
USA/WA-UW-21050470466/2021	600
USA/WA-UW-21051015369/2021	601
USA/WA-UW-2021040203479/2021	602
USA/WA-CDC-UW21050890825/2021	603
USA/WA-UW-21050468648/2021	603
USA/WA-UW-21050274272/2021	604
USA/WA-UW-67139/2021	605
USA/WA-UW-68011/2021	606
USA/WA-UW-21051727157/2021	607
USA/WA-CDC-UW21070670421/2021	608
